Date,Ref ID,Type,Description,Agency,Amount,Balance
09/21/2025,98100546,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 273",,-79.30,277473.70
10/22/2026,98100547,Fixed Price,"Invoice for Apex Digital Inc - Sprint 274",,1993.00,279466.70
10/22/2026,98100548,Service Fee,"Service Fee for Apex Digital Inc - Sprint 274",,-199.30,279267.40
11/23/2025,98100549,Hourly,"Invoice for Vanguard Software Studio - Sprint 275",,672.00,279939.40
11/23/2025,98100550,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 275",,-67.20,279872.20
12/24/2026,98100551,Fixed Price,"Invoice for Nexus Systems - Sprint 276",,628.00,280500.20
12/24/2026,98100552,Service Fee,"Service Fee for Nexus Systems - Sprint 276",,-62.80,280437.40
01/25/2025,98100553,Hourly,"Invoice for CyberPulse Interactive - Sprint 277",,1428.00,281865.40
01/25/2025,98100554,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 277",,-142.80,281722.60
02/26/2026,98100555,Fixed Price,"Invoice for BlueSky Solutions - Sprint 278",,413.00,282135.60
02/26/2026,98100556,Service Fee,"Service Fee for BlueSky Solutions - Sprint 278",,-41.30,282094.30
03/27/2025,98100557,Hourly,"Invoice for Starlight Interactive - Sprint 279",,954.00,283048.30
03/27/2025,98100558,Service Fee,"Service Fee for Starlight Interactive - Sprint 279",,-95.40,282952.90
04/28/2026,98100559,Fixed Price,"Invoice for Quantum Code Soft - Sprint 280",,693.00,283645.90
04/28/2026,98100560,Service Fee,"Service Fee for Quantum Code Soft - Sprint 280",,-69.30,283576.60
05/01/2025,98100561,Hourly,"Invoice for TechFlow Labs LLC - Sprint 281",,744.00,284320.60
05/01/2025,98100562,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 281",,-74.40,284246.20
06/02/2026,98100563,Fixed Price,"Invoice for Acme Corp - Sprint 282",,573.00,284819.20
06/02/2026,98100564,Service Fee,"Service Fee for Acme Corp - Sprint 282",,-57.30,284761.90
07/03/2025,98100565,Hourly,"Invoice for Horizon Media Ltd - Sprint 283",,1664.00,286425.90
07/03/2025,98100566,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 283",,-166.40,286259.50
08/04/2026,98100567,Fixed Price,"Invoice for Apex Digital Inc - Sprint 284",,729.00,286988.50
08/04/2026,98100568,Service Fee,"Service Fee for Apex Digital Inc - Sprint 284",,-72.90,286915.60
09/05/2025,98100569,Hourly,"Invoice for Vanguard Software Studio - Sprint 285",,1962.00,288877.60
09/05/2025,98100570,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 285",,-196.20,288681.40
10/06/2026,98100571,Fixed Price,"Invoice for Nexus Systems - Sprint 286",,1661.00,290342.40
10/06/2026,98100572,Service Fee,"Service Fee for Nexus Systems - Sprint 286",,-166.10,290176.30
11/07/2025,98100573,Hourly,"Invoice for CyberPulse Interactive - Sprint 287",,744.00,290920.30
11/07/2025,98100574,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 287",,-74.40,290845.90
12/08/2026,98100575,Fixed Price,"Invoice for BlueSky Solutions - Sprint 288",,1630.00,292475.90
12/08/2026,98100576,Service Fee,"Service Fee for BlueSky Solutions - Sprint 288",,-163.00,292312.90
01/09/2025,98100577,Hourly,"Invoice for Starlight Interactive - Sprint 289",,1354.00,293666.90
01/09/2025,98100578,Service Fee,"Service Fee for Starlight Interactive - Sprint 289",,-135.40,293531.50
02/10/2026,98100579,Fixed Price,"Invoice for Quantum Code Soft - Sprint 290",,1863.00,295394.50
02/10/2026,98100580,Service Fee,"Service Fee for Quantum Code Soft - Sprint 290",,-186.30,295208.20
03/11/2025,98100581,Hourly,"Invoice for TechFlow Labs LLC - Sprint 291",,1300.00,296508.20
03/11/2025,98100582,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 291",,-130.00,296378.20
04/12/2026,98100583,Fixed Price,"Invoice for Acme Corp - Sprint 292",,1012.00,297390.20
04/12/2026,98100584,Service Fee,"Service Fee for Acme Corp - Sprint 292",,-101.20,297289.00
05/13/2025,98100585,Hourly,"Invoice for Horizon Media Ltd - Sprint 293",,1254.00,298543.00
05/13/2025,98100586,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 293",,-125.40,298417.60
06/14/2026,98100587,Fixed Price,"Invoice for Apex Digital Inc - Sprint 294",,774.00,299191.60
06/14/2026,98100588,Service Fee,"Service Fee for Apex Digital Inc - Sprint 294",,-77.40,299114.20
07/15/2025,98100589,Hourly,"Invoice for Vanguard Software Studio - Sprint 295",,1873.00,300987.20
07/15/2025,98100590,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 295",,-187.30,300799.90
08/16/2026,98100591,Fixed Price,"Invoice for Nexus Systems - Sprint 296",,728.00,301527.90
08/16/2026,98100592,Service Fee,"Service Fee for Nexus Systems - Sprint 296",,-72.80,301455.10
09/17/2025,98100593,Hourly,"Invoice for CyberPulse Interactive - Sprint 297",,777.00,302232.10
09/17/2025,98100594,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 297",,-77.70,302154.40
10/18/2026,98100595,Fixed Price,"Invoice for BlueSky Solutions - Sprint 298",,474.00,302628.40
10/18/2026,98100596,Service Fee,"Service Fee for BlueSky Solutions - Sprint 298",,-47.40,302581.00
11/19/2025,98100597,Hourly,"Invoice for Starlight Interactive - Sprint 299",,1313.00,303894.00
11/19/2025,98100598,Service Fee,"Service Fee for Starlight Interactive - Sprint 299",,-131.30,303762.70
12/20/2026,98100599,Fixed Price,"Invoice for Quantum Code Soft - Sprint 300",,655.00,304417.70
12/20/2026,98100600,Service Fee,"Service Fee for Quantum Code Soft - Sprint 300",,-65.50,304352.20
01/21/2025,98100601,Hourly,"Invoice for TechFlow Labs LLC - Sprint 301",,735.00,305087.20
01/21/2025,98100602,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 301",,-73.50,305013.70
02/22/2026,98100603,Fixed Price,"Invoice for Acme Corp - Sprint 302",,1807.00,306820.70
02/22/2026,98100604,Service Fee,"Service Fee for Acme Corp - Sprint 302",,-180.70,306640.00
03/23/2025,98100605,Hourly,"Invoice for Horizon Media Ltd - Sprint 303",,1442.00,308082.00
03/23/2025,98100606,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 303",,-144.20,307937.80
04/24/2026,98100607,Fixed Price,"Invoice for Apex Digital Inc - Sprint 304",,914.00,308851.80
04/24/2026,98100608,Service Fee,"Service Fee for Apex Digital Inc - Sprint 304",,-91.40,308760.40
05/25/2025,98100609,Hourly,"Invoice for Vanguard Software Studio - Sprint 305",,872.00,309632.40
05/25/2025,98100610,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 305",,-87.20,309545.20
06/26/2026,98100611,Fixed Price,"Invoice for Nexus Systems - Sprint 306",,1255.00,310800.20
06/26/2026,98100612,Service Fee,"Service Fee for Nexus Systems - Sprint 306",,-125.50,310674.70
07/27/2025,98100613,Hourly,"Invoice for CyberPulse Interactive - Sprint 307",,1507.00,312181.70
07/27/2025,98100614,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 307",,-150.70,312031.00
08/28/2026,98100615,Fixed Price,"Invoice for BlueSky Solutions - Sprint 308",,282.00,312313.00
08/28/2026,98100616,Service Fee,"Service Fee for BlueSky Solutions - Sprint 308",,-28.20,312284.80
09/01/2025,98100617,Hourly,"Invoice for Starlight Interactive - Sprint 309",,494.00,312778.80
09/01/2025,98100618,Service Fee,"Service Fee for Starlight Interactive - Sprint 309",,-49.40,312729.40
10/02/2026,98100619,Fixed Price,"Invoice for Quantum Code Soft - Sprint 310",,550.00,313279.40
10/02/2026,98100620,Service Fee,"Service Fee for Quantum Code Soft - Sprint 310",,-55.00,313224.40
11/03/2025,98100621,Hourly,"Invoice for TechFlow Labs LLC - Sprint 311",,1240.00,314464.40
11/03/2025,98100622,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 311",,-124.00,314340.40
12/04/2026,98100623,Fixed Price,"Invoice for Acme Corp - Sprint 312",,1282.00,315622.40
12/04/2026,98100624,Service Fee,"Service Fee for Acme Corp - Sprint 312",,-128.20,315494.20
01/05/2025,98100625,Hourly,"Invoice for Horizon Media Ltd - Sprint 313",,1228.00,316722.20
01/05/2025,98100626,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 313",,-122.80,316599.40
02/06/2026,98100627,Fixed Price,"Invoice for Apex Digital Inc - Sprint 314",,440.00,317039.40
02/06/2026,98100628,Service Fee,"Service Fee for Apex Digital Inc - Sprint 314",,-44.00,316995.40
03/07/2025,98100629,Hourly,"Invoice for Vanguard Software Studio - Sprint 315",,668.00,317663.40
03/07/2025,98100630,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 315",,-66.80,317596.60
04/08/2026,98100631,Fixed Price,"Invoice for Nexus Systems - Sprint 316",,1247.00,318843.60
04/08/2026,98100632,Service Fee,"Service Fee for Nexus Systems - Sprint 316",,-124.70,318718.90
05/09/2025,98100633,Hourly,"Invoice for CyberPulse Interactive - Sprint 317",,1266.00,319984.90
05/09/2025,98100634,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 317",,-126.60,319858.30
06/10/2026,98100635,Fixed Price,"Invoice for BlueSky Solutions - Sprint 318",,815.00,320673.30
06/10/2026,98100636,Service Fee,"Service Fee for BlueSky Solutions - Sprint 318",,-81.50,320591.80
07/11/2025,98100637,Hourly,"Invoice for Starlight Interactive - Sprint 319",,1635.00,322226.80
07/11/2025,98100638,Service Fee,"Service Fee for Starlight Interactive - Sprint 319",,-163.50,322063.30
08/12/2026,98100639,Fixed Price,"Invoice for Quantum Code Soft - Sprint 320",,1776.00,323839.30
08/12/2026,98100640,Service Fee,"Service Fee for Quantum Code Soft - Sprint 320",,-177.60,323661.70
09/13/2025,98100641,Hourly,"Invoice for TechFlow Labs LLC - Sprint 321",,1552.00,325213.70
09/13/2025,98100642,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 321",,-155.20,325058.50
10/14/2026,98100643,Fixed Price,"Invoice for Acme Corp - Sprint 322",,1189.00,326247.50
10/14/2026,98100644,Service Fee,"Service Fee for Acme Corp - Sprint 322",,-118.90,326128.60
11/15/2025,98100645,Hourly,"Invoice for Horizon Media Ltd - Sprint 323",,1941.00,328069.60
11/15/2025,98100646,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 323",,-194.10,327875.50
12/16/2026,98100647,Fixed Price,"Invoice for Apex Digital Inc - Sprint 324",,612.00,328487.50
12/16/2026,98100648,Service Fee,"Service Fee for Apex Digital Inc - Sprint 324",,-61.20,328426.30
01/17/2025,98100649,Hourly,"Invoice for Vanguard Software Studio - Sprint 325",,491.00,328917.30
01/17/2025,98100650,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 325",,-49.10,328868.20
02/18/2026,98100651,Fixed Price,"Invoice for Nexus Systems - Sprint 326",,379.00,329247.20
02/18/2026,98100652,Service Fee,"Service Fee for Nexus Systems - Sprint 326",,-37.90,329209.30
03/19/2025,98100653,Hourly,"Invoice for CyberPulse Interactive - Sprint 327",,830.00,330039.30
03/19/2025,98100654,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 327",,-83.00,329956.30
04/20/2026,98100655,Fixed Price,"Invoice for BlueSky Solutions - Sprint 328",,1475.00,331431.30
04/20/2026,98100656,Service Fee,"Service Fee for BlueSky Solutions - Sprint 328",,-147.50,331283.80
05/21/2025,98100657,Hourly,"Invoice for Starlight Interactive - Sprint 329",,379.00,331662.80
05/21/2025,98100658,Service Fee,"Service Fee for Starlight Interactive - Sprint 329",,-37.90,331624.90
06/22/2026,98100659,Fixed Price,"Invoice for Quantum Code Soft - Sprint 330",,1283.00,332907.90
06/22/2026,98100660,Service Fee,"Service Fee for Quantum Code Soft - Sprint 330",,-128.30,332779.60
07/23/2025,98100661,Hourly,"Invoice for TechFlow Labs LLC - Sprint 331",,1715.00,334494.60
07/23/2025,98100662,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 331",,-171.50,334323.10
08/24/2026,98100663,Fixed Price,"Invoice for Acme Corp - Sprint 332",,1941.00,336264.10
08/24/2026,98100664,Service Fee,"Service Fee for Acme Corp - Sprint 332",,-194.10,336070.00
09/25/2025,98100665,Hourly,"Invoice for Horizon Media Ltd - Sprint 333",,1253.00,337323.00
09/25/2025,98100666,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 333",,-125.30,337197.70
10/26/2026,98100667,Fixed Price,"Invoice for Apex Digital Inc - Sprint 334",,1381.00,338578.70
10/26/2026,98100668,Service Fee,"Service Fee for Apex Digital Inc - Sprint 334",,-138.10,338440.60
11/27/2025,98100669,Hourly,"Invoice for Vanguard Software Studio - Sprint 335",,1273.00,339713.60
11/27/2025,98100670,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 335",,-127.30,339586.30
12/28/2026,98100671,Fixed Price,"Invoice for Nexus Systems - Sprint 336",,1632.00,341218.30
12/28/2026,98100672,Service Fee,"Service Fee for Nexus Systems - Sprint 336",,-163.20,341055.10
01/01/2025,98100673,Hourly,"Invoice for CyberPulse Interactive - Sprint 337",,280.00,341335.10
01/01/2025,98100674,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 337",,-28.00,341307.10
02/02/2026,98100675,Fixed Price,"Invoice for BlueSky Solutions - Sprint 338",,1665.00,342972.10
02/02/2026,98100676,Service Fee,"Service Fee for BlueSky Solutions - Sprint 338",,-166.50,342805.60
03/03/2025,98100677,Hourly,"Invoice for Starlight Interactive - Sprint 339",,1947.00,344752.60
03/03/2025,98100678,Service Fee,"Service Fee for Starlight Interactive - Sprint 339",,-194.70,344557.90
04/04/2026,98100679,Fixed Price,"Invoice for Quantum Code Soft - Sprint 340",,865.00,345422.90
04/04/2026,98100680,Service Fee,"Service Fee for Quantum Code Soft - Sprint 340",,-86.50,345336.40
05/05/2025,98100681,Hourly,"Invoice for TechFlow Labs LLC - Sprint 341",,401.00,345737.40
05/05/2025,98100682,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 341",,-40.10,345697.30
06/06/2026,98100683,Fixed Price,"Invoice for Acme Corp - Sprint 342",,1131.00,346828.30
06/06/2026,98100684,Service Fee,"Service Fee for Acme Corp - Sprint 342",,-113.10,346715.20
07/07/2025,98100685,Hourly,"Invoice for Horizon Media Ltd - Sprint 343",,1736.00,348451.20
07/07/2025,98100686,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 343",,-173.60,348277.60
08/08/2026,98100687,Fixed Price,"Invoice for Apex Digital Inc - Sprint 344",,274.00,348551.60
08/08/2026,98100688,Service Fee,"Service Fee for Apex Digital Inc - Sprint 344",,-27.40,348524.20
09/09/2025,98100689,Hourly,"Invoice for Vanguard Software Studio - Sprint 345",,832.00,349356.20
09/09/2025,98100690,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 345",,-83.20,349273.00
10/10/2026,98100691,Fixed Price,"Invoice for Nexus Systems - Sprint 346",,1792.00,351065.00
10/10/2026,98100692,Service Fee,"Service Fee for Nexus Systems - Sprint 346",,-179.20,350885.80
11/11/2025,98100693,Hourly,"Invoice for CyberPulse Interactive - Sprint 347",,748.00,351633.80
11/11/2025,98100694,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 347",,-74.80,351559.00
12/12/2026,98100695,Fixed Price,"Invoice for BlueSky Solutions - Sprint 348",,992.00,352551.00
12/12/2026,98100696,Service Fee,"Service Fee for BlueSky Solutions - Sprint 348",,-99.20,352451.80
01/13/2025,98100697,Hourly,"Invoice for Starlight Interactive - Sprint 349",,1388.00,353839.80
01/13/2025,98100698,Service Fee,"Service Fee for Starlight Interactive - Sprint 349",,-138.80,353701.00
02/14/2026,98100699,Fixed Price,"Invoice for Quantum Code Soft - Sprint 350",,1251.00,354952.00
02/14/2026,98100700,Service Fee,"Service Fee for Quantum Code Soft - Sprint 350",,-125.10,354826.90
03/15/2025,98100701,Hourly,"Invoice for TechFlow Labs LLC - Sprint 351",,282.00,355108.90
03/15/2025,98100702,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 351",,-28.20,355080.70
04/16/2026,98100703,Fixed Price,"Invoice for Acme Corp - Sprint 352",,1566.00,356646.70
04/16/2026,98100704,Service Fee,"Service Fee for Acme Corp - Sprint 352",,-156.60,356490.10
05/17/2025,98100705,Hourly,"Invoice for Horizon Media Ltd - Sprint 353",,1992.00,358482.10
05/17/2025,98100706,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 353",,-199.20,358282.90
06/18/2026,98100707,Fixed Price,"Invoice for Apex Digital Inc - Sprint 354",,651.00,358933.90
06/18/2026,98100708,Service Fee,"Service Fee for Apex Digital Inc - Sprint 354",,-65.10,358868.80
07/19/2025,98100709,Hourly,"Invoice for Vanguard Software Studio - Sprint 355",,902.00,359770.80
07/19/2025,98100710,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 355",,-90.20,359680.60
08/20/2026,98100711,Fixed Price,"Invoice for Nexus Systems - Sprint 356",,1636.00,361316.60
08/20/2026,98100712,Service Fee,"Service Fee for Nexus Systems - Sprint 356",,-163.60,361153.00
09/21/2025,98100713,Hourly,"Invoice for CyberPulse Interactive - Sprint 357",,1683.00,362836.00
09/21/2025,98100714,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 357",,-168.30,362667.70
10/22/2026,98100715,Fixed Price,"Invoice for BlueSky Solutions - Sprint 358",,1555.00,364222.70
10/22/2026,98100716,Service Fee,"Service Fee for BlueSky Solutions - Sprint 358",,-155.50,364067.20
11/23/2025,98100717,Hourly,"Invoice for Starlight Interactive - Sprint 359",,1865.00,365932.20
11/23/2025,98100718,Service Fee,"Service Fee for Starlight Interactive - Sprint 359",,-186.50,365745.70
12/24/2026,98100719,Fixed Price,"Invoice for Quantum Code Soft - Sprint 360",,1612.00,367357.70
12/24/2026,98100720,Service Fee,"Service Fee for Quantum Code Soft - Sprint 360",,-161.20,367196.50
01/25/2025,98100721,Hourly,"Invoice for TechFlow Labs LLC - Sprint 361",,771.00,367967.50
01/25/2025,98100722,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 361",,-77.10,367890.40
02/26/2026,98100723,Fixed Price,"Invoice for Acme Corp - Sprint 362",,1789.00,369679.40
02/26/2026,98100724,Service Fee,"Service Fee for Acme Corp - Sprint 362",,-178.90,369500.50
03/27/2025,98100725,Hourly,"Invoice for Horizon Media Ltd - Sprint 363",,1280.00,370780.50
03/27/2025,98100726,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 363",,-128.00,370652.50
04/28/2026,98100727,Fixed Price,"Invoice for Apex Digital Inc - Sprint 364",,1424.00,372076.50
04/28/2026,98100728,Service Fee,"Service Fee for Apex Digital Inc - Sprint 364",,-142.40,371934.10
05/01/2025,98100729,Hourly,"Invoice for Vanguard Software Studio - Sprint 365",,760.00,372694.10
05/01/2025,98100730,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 365",,-76.00,372618.10
06/02/2026,98100731,Fixed Price,"Invoice for Nexus Systems - Sprint 366",,1337.00,373955.10
06/02/2026,98100732,Service Fee,"Service Fee for Nexus Systems - Sprint 366",,-133.70,373821.40
07/03/2025,98100733,Hourly,"Invoice for CyberPulse Interactive - Sprint 367",,943.00,374764.40
07/03/2025,98100734,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 367",,-94.30,374670.10
08/04/2026,98100735,Fixed Price,"Invoice for BlueSky Solutions - Sprint 368",,1249.00,375919.10
08/04/2026,98100736,Service Fee,"Service Fee for BlueSky Solutions - Sprint 368",,-124.90,375794.20
09/05/2025,98100737,Hourly,"Invoice for Starlight Interactive - Sprint 369",,1815.00,377609.20
09/05/2025,98100738,Service Fee,"Service Fee for Starlight Interactive - Sprint 369",,-181.50,377427.70
10/06/2026,98100739,Fixed Price,"Invoice for Quantum Code Soft - Sprint 370",,1699.00,379126.70
10/06/2026,98100740,Service Fee,"Service Fee for Quantum Code Soft - Sprint 370",,-169.90,378956.80
11/07/2025,98100741,Hourly,"Invoice for TechFlow Labs LLC - Sprint 371",,1030.00,379986.80
11/07/2025,98100742,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 371",,-103.00,379883.80
12/08/2026,98100743,Fixed Price,"Invoice for Acme Corp - Sprint 372",,1953.00,381836.80
12/08/2026,98100744,Service Fee,"Service Fee for Acme Corp - Sprint 372",,-195.30,381641.50
01/09/2025,98100745,Hourly,"Invoice for Horizon Media Ltd - Sprint 373",,1736.00,383377.50
01/09/2025,98100746,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 373",,-173.60,383203.90
02/10/2026,98100747,Fixed Price,"Invoice for Apex Digital Inc - Sprint 374",,1530.00,384733.90
02/10/2026,98100748,Service Fee,"Service Fee for Apex Digital Inc - Sprint 374",,-153.00,384580.90
03/11/2025,98100749,Hourly,"Invoice for Vanguard Software Studio - Sprint 375",,709.00,385289.90
03/11/2025,98100750,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 375",,-70.90,385219.00
04/12/2026,98100751,Fixed Price,"Invoice for Nexus Systems - Sprint 376",,458.00,385677.00
04/12/2026,98100752,Service Fee,"Service Fee for Nexus Systems - Sprint 376",,-45.80,385631.20
05/13/2025,98100753,Hourly,"Invoice for CyberPulse Interactive - Sprint 377",,1648.00,387279.20
05/13/2025,98100754,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 377",,-164.80,387114.40
06/14/2026,98100755,Fixed Price,"Invoice for BlueSky Solutions - Sprint 378",,1926.00,389040.40
06/14/2026,98100756,Service Fee,"Service Fee for BlueSky Solutions - Sprint 378",,-192.60,388847.80
07/15/2025,98100757,Hourly,"Invoice for Starlight Interactive - Sprint 379",,1891.00,390738.80
07/15/2025,98100758,Service Fee,"Service Fee for Starlight Interactive - Sprint 379",,-189.10,390549.70
08/16/2026,98100759,Fixed Price,"Invoice for Quantum Code Soft - Sprint 380",,1356.00,391905.70
08/16/2026,98100760,Service Fee,"Service Fee for Quantum Code Soft - Sprint 380",,-135.60,391770.10
09/17/2025,98100761,Hourly,"Invoice for TechFlow Labs LLC - Sprint 381",,1211.00,392981.10
09/17/2025,98100762,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 381",,-121.10,392860.00
10/18/2026,98100763,Fixed Price,"Invoice for Acme Corp - Sprint 382",,325.00,393185.00
10/18/2026,98100764,Service Fee,"Service Fee for Acme Corp - Sprint 382",,-32.50,393152.50
11/19/2025,98100765,Hourly,"Invoice for Horizon Media Ltd - Sprint 383",,765.00,393917.50
11/19/2025,98100766,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 383",,-76.50,393841.00
12/20/2026,98100767,Fixed Price,"Invoice for Apex Digital Inc - Sprint 384",,631.00,394472.00
12/20/2026,98100768,Service Fee,"Service Fee for Apex Digital Inc - Sprint 384",,-63.10,394408.90
01/21/2025,98100769,Hourly,"Invoice for Vanguard Software Studio - Sprint 385",,1840.00,396248.90
01/21/2025,98100770,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 385",,-184.00,396064.90
02/22/2026,98100771,Fixed Price,"Invoice for Nexus Systems - Sprint 386",,537.00,396601.90
02/22/2026,98100772,Service Fee,"Service Fee for Nexus Systems - Sprint 386",,-53.70,396548.20
03/23/2025,98100773,Hourly,"Invoice for CyberPulse Interactive - Sprint 387",,311.00,396859.20
03/23/2025,98100774,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 387",,-31.10,396828.10
04/24/2026,98100775,Fixed Price,"Invoice for BlueSky Solutions - Sprint 388",,1028.00,397856.10
04/24/2026,98100776,Service Fee,"Service Fee for BlueSky Solutions - Sprint 388",,-102.80,397753.30
05/25/2025,98100777,Hourly,"Invoice for Starlight Interactive - Sprint 389",,1487.00,399240.30
05/25/2025,98100778,Service Fee,"Service Fee for Starlight Interactive - Sprint 389",,-148.70,399091.60
06/26/2026,98100779,Fixed Price,"Invoice for Quantum Code Soft - Sprint 390",,1665.00,400756.60
06/26/2026,98100780,Service Fee,"Service Fee for Quantum Code Soft - Sprint 390",,-166.50,400590.10
07/27/2025,98100781,Hourly,"Invoice for TechFlow Labs LLC - Sprint 391",,635.00,401225.10
07/27/2025,98100782,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 391",,-63.50,401161.60
08/28/2026,98100783,Fixed Price,"Invoice for Acme Corp - Sprint 392",,1381.00,402542.60
08/28/2026,98100784,Service Fee,"Service Fee for Acme Corp - Sprint 392",,-138.10,402404.50
09/01/2025,98100785,Hourly,"Invoice for Horizon Media Ltd - Sprint 393",,1956.00,404360.50
09/01/2025,98100786,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 393",,-195.60,404164.90
10/02/2026,98100787,Fixed Price,"Invoice for Apex Digital Inc - Sprint 394",,497.00,404661.90
10/02/2026,98100788,Service Fee,"Service Fee for Apex Digital Inc - Sprint 394",,-49.70,404612.20
11/03/2025,98100789,Hourly,"Invoice for Vanguard Software Studio - Sprint 395",,1246.00,405858.20
11/03/2025,98100790,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 395",,-124.60,405733.60
12/04/2026,98100791,Fixed Price,"Invoice for Nexus Systems - Sprint 396",,626.00,406359.60
12/04/2026,98100792,Service Fee,"Service Fee for Nexus Systems - Sprint 396",,-62.60,406297.00
01/05/2025,98100793,Hourly,"Invoice for CyberPulse Interactive - Sprint 397",,1839.00,408136.00
01/05/2025,98100794,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 397",,-183.90,407952.10
02/06/2026,98100795,Fixed Price,"Invoice for BlueSky Solutions - Sprint 398",,828.00,408780.10
02/06/2026,98100796,Service Fee,"Service Fee for BlueSky Solutions - Sprint 398",,-82.80,408697.30
03/07/2025,98100797,Hourly,"Invoice for Starlight Interactive - Sprint 399",,700.00,409397.30
03/07/2025,98100798,Service Fee,"Service Fee for Starlight Interactive - Sprint 399",,-70.00,409327.30
04/08/2026,98100799,Fixed Price,"Invoice for Quantum Code Soft - Sprint 400",,583.00,409910.30
04/08/2026,98100800,Service Fee,"Service Fee for Quantum Code Soft - Sprint 400",,-58.30,409852.00
05/09/2025,98100801,Hourly,"Invoice for TechFlow Labs LLC - Sprint 401",,993.00,410845.00
05/09/2025,98100802,Service Fee,"Service Fee for TechFlow Labs LLC - Sprint 401",,-99.30,410745.70
06/10/2026,98100803,Fixed Price,"Invoice for Acme Corp - Sprint 402",,659.00,411404.70
06/10/2026,98100804,Service Fee,"Service Fee for Acme Corp - Sprint 402",,-65.90,411338.80
07/11/2025,98100805,Hourly,"Invoice for Horizon Media Ltd - Sprint 403",,1027.00,412365.80
07/11/2025,98100806,Service Fee,"Service Fee for Horizon Media Ltd - Sprint 403",,-102.70,412263.10
08/12/2026,98100807,Fixed Price,"Invoice for Apex Digital Inc - Sprint 404",,605.00,412868.10
08/12/2026,98100808,Service Fee,"Service Fee for Apex Digital Inc - Sprint 404",,-60.50,412807.60
09/13/2025,98100809,Hourly,"Invoice for Vanguard Software Studio - Sprint 405",,1158.00,413965.60
09/13/2025,98100810,Service Fee,"Service Fee for Vanguard Software Studio - Sprint 405",,-115.80,413849.80
10/14/2026,98100811,Fixed Price,"Invoice for Nexus Systems - Sprint 406",,316.00,414165.80
10/14/2026,98100812,Service Fee,"Service Fee for Nexus Systems - Sprint 406",,-31.60,414134.20
11/15/2025,98100813,Hourly,"Invoice for CyberPulse Interactive - Sprint 407",,1471.00,415605.20
11/15/2025,98100814,Service Fee,"Service Fee for CyberPulse Interactive - Sprint 407",,-147.10,415458.10
12/16/2026,98100815,Fixed Price,"Invoice for BlueSky Solutions - Sprint 408",,1831.00,417289.10
12/16/2026,98100816,Service Fee,"Service Fee for BlueSky Solutions - Sprint 408",,-183.10,417106.00
01/17/2025,98100817,Hourly,"Invoice for Starlight Interactive - Sprint 409",,1952.00,419058.00
